"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Počet volebných okrskov","Počet potvrdených okrskových zápisníc","Podiel potvrdených okrskových zápisníc v %","Počet zapísaných voličov","Počet zúčastnených voličov","Účasť voličov v %","Počet odovzdaných obálok","Podiel odovzdaných obálok v %","Počet platných hlasov pre všetkých kandidátov","Podiel platných hlasov pre všetkých kandidátov v %"
6,"Banskobystrický kraj",603,"Lučenec",607,"Poltár",582051,"Zlatno",1,1,100.00,366,181,49.45,181,100.00,180,99.44
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",514675,"Držkovce",1,1,100.00,419,187,44.63,187,100.00,187,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",514721,"Gemer",1,1,100.00,702,271,38.60,271,100.00,268,98.89
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",514756,"Gemerská Ves",1,1,100.00,714,156,21.84,156,100.00,155,99.35
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525677,"Gemerské Teplice",2,2,100.00,300,134,44.66,134,100.00,133,99.25
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525685,"Gemerský Sad",2,2,100.00,243,124,51.02,124,100.00,123,99.19
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",514896,"Hrlica",1,1,100.00,48,31,64.58,31,100.00,31,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525766,"Hucín",1,1,100.00,686,117,17.05,117,100.00,114,97.43
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",514977,"Chvalová",1,1,100.00,135,84,62.22,84,100.00,83,98.80
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525774,"Chyžné",1,1,100.00,346,189,54.62,189,100.00,189,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525791,"Jelšava",2,2,100.00,2355,623,26.45,623,100.00,622,99.83
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525812,"Kameňany",1,1,100.00,591,231,39.08,231,100.00,230,99.56
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515574,"Leváre",1,1,100.00,71,40,56.33,40,100.00,40,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515159,"Levkuška",1,1,100.00,181,80,44.19,80,100.00,80,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525901,"Licince",1,1,100.00,534,215,40.26,215,100.00,212,98.60
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525928,"Lubeník",1,1,100.00,1010,395,39.10,395,100.00,395,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525944,"Magnezitovce",2,2,100.00,357,167,46.77,167,100.00,167,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",580384,"Mokrá Lúka",1,1,100.00,436,284,65.13,284,100.00,282,99.29
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525987,"Muráň",1,1,100.00,962,468,48.64,468,100.00,465,99.35
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",525995,"Muránska Dlhá Lúka",1,1,100.00,684,379,55.40,379,100.00,376,99.20
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526002,"Muránska Huta",2,2,100.00,237,167,70.46,167,100.00,166,99.40
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526011,"Muránska Lehota",1,1,100.00,159,106,66.66,106,100.00,103,97.16
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526029,"Muránska Zdychava",1,1,100.00,182,97,53.29,97,100.00,97,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526037,"Nandraž",1,1,100.00,174,63,36.20,63,100.00,63,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515256,"Otročok",1,1,100.00,240,111,46.25,111,100.00,110,99.09
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515302,"Ploské",1,1,100.00,66,47,71.21,47,100.00,47,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515311,"Polina",1,1,100.00,83,34,40.96,34,100.00,34,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526100,"Prihradzany",1,1,100.00,65,43,66.15,43,100.00,43,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526118,"Rákoš",1,1,100.00,316,145,45.88,145,100.00,145,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515361,"Rašice",1,1,100.00,97,59,60.82,59,100.00,59,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515370,"Ratková",1,1,100.00,445,163,36.62,163,100.00,162,99.38
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515400,"Ratkovské Bystré",1,1,100.00,252,150,59.52,150,100.00,150,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526142,"Revúca",11,11,100.00,8989,4638,51.59,4637,99.97,4617,99.54
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526151,"Revúcka Lehota",1,1,100.00,242,190,78.51,190,100.00,190,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515507,"Rybník",1,1,100.00,121,56,46.28,56,100.00,55,98.21
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",557820,"Sása",1,1,100.00,133,66,49.62,66,100.00,66,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526258,"Sirk",2,2,100.00,886,371,41.87,371,100.00,368,99.19
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515523,"Skerešovo",1,1,100.00,165,66,40.00,66,100.00,64,96.96
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526304,"Šivetice",1,1,100.00,260,125,48.07,125,100.00,125,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515612,"Tornaľa",9,9,100.00,5527,1986,35.93,1986,100.00,1963,98.84
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",526321,"Turčok",1,1,100.00,206,92,44.66,92,100.00,92,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515761,"Višňové",1,1,100.00,57,24,42.10,24,100.00,24,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",608,"Revúca",515833,"Žiar",1,1,100.00,86,36,41.86,36,100.00,36,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557757,"Abovce",1,1,100.00,507,155,30.57,155,100.00,151,97.41
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514489,"Babinec",1,1,100.00,70,54,77.14,54,100.00,53,98.14
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514501,"Barca",1,1,100.00,404,53,13.11,53,100.00,52,98.11
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514519,"Bátka",1,1,100.00,657,261,39.72,260,99.61,257,98.46
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514535,"Belín",1,1,100.00,126,50,39.68,50,100.00,49,98.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514543,"Blhovce",1,1,100.00,607,181,29.81,181,100.00,181,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514551,"Bottovo",1,1,100.00,172,126,73.25,126,100.00,126,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514586,"Budikovany",1,1,100.00,57,44,77.19,44,100.00,41,93.18
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514594,"Cakov",1,1,100.00,247,85,34.41,85,100.00,85,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514608,"Čerenčany",1,1,100.00,436,273,62.61,273,100.00,273,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514616,"Čierny Potok",1,1,100.00,119,78,65.54,78,100.00,78,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514624,"Číž",1,1,100.00,571,246,43.08,246,100.00,245,99.59
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514632,"Dolné Zahorany",1,1,100.00,158,73,46.20,73,100.00,72,98.63
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514641,"Dražice",1,1,100.00,194,54,27.83,54,100.00,54,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514659,"Drienčany",1,1,100.00,167,102,61.07,102,100.00,101,99.01
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514667,"Drňa",1,1,100.00,157,44,28.02,44,100.00,44,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514683,"Dubno",1,1,100.00,127,49,38.58,49,100.00,47,95.91
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514691,"Dubovec",1,1,100.00,403,127,31.51,127,100.00,125,98.42
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557919,"Dulovo",1,1,100.00,164,72,43.90,72,100.00,72,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514713,"Figa",1,1,100.00,319,76,23.82,76,100.00,75,98.68
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514730,"Gemerček",1,1,100.00,78,40,51.28,40,100.00,40,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514764,"Gemerské Dechtáre",1,1,100.00,339,134,39.52,134,100.00,132,98.50
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557889,"Gemerské Michalovce",1,1,100.00,74,32,43.24,32,100.00,31,96.87
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514781,"Gemerský Jablonec",1,1,100.00,545,156,28.62,156,100.00,154,98.71
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514799,"Gortva",1,1,100.00,375,71,18.93,71,100.00,71,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514811,"Hajnáčka",1,1,100.00,922,279,30.26,279,100.00,278,99.64
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514829,"Hnúšťa",8,8,100.00,5135,2381,46.36,2379,99.91,2367,99.41
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514837,"Hodejov",1,1,100.00,1081,251,23.21,251,100.00,250,99.60
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514845,"Hodejovec",1,1,100.00,138,68,49.27,68,100.00,67,98.52
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514853,"Horné Zahorany",1,1,100.00,95,72,75.78,72,100.00,72,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514861,"Hostice",1,1,100.00,713,298,41.79,298,100.00,298,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514870,"Hostišovce",1,1,100.00,172,58,33.72,58,100.00,58,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514888,"Hrachovo",2,2,100.00,633,423,66.82,423,100.00,419,99.05
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514926,"Hrušovo",2,2,100.00,154,97,62.98,97,100.00,97,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514934,"Hubovo",1,1,100.00,98,30,30.61,30,100.00,29,96.66
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514942,"Husiná",1,1,100.00,395,114,28.86,114,100.00,114,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514951,"Chanava",1,1,100.00,563,181,32.14,181,100.00,181,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514969,"Chrámec",1,1,100.00,309,109,35.27,109,100.00,109,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514985,"Ivanice",1,1,100.00,162,60,37.03,60,100.00,60,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514993,"Janice",1,1,100.00,175,64,36.57,64,100.00,64,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515001,"Jesenské",2,2,100.00,1805,607,33.62,607,100.00,599,98.68
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515019,"Jestice",1,1,100.00,124,49,39.51,49,100.00,49,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515027,"Kaloša",1,1,100.00,563,107,19.00,107,100.00,105,98.13
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515035,"Kesovce",1,1,100.00,169,47,27.81,47,100.00,47,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515043,"Klenovec",3,3,100.00,2326,1157,49.74,1157,100.00,1149,99.30
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515051,"Kociha",1,1,100.00,172,115,66.86,115,100.00,113,98.26
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515060,"Konrádovce",1,1,100.00,245,54,22.04,54,100.00,54,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515078,"Kráľ",1,1,100.00,735,270,36.73,270,100.00,269,99.62
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515086,"Kraskovo",1,1,100.00,98,64,65.30,64,100.00,64,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515094,"Krokava",1,1,100.00,21,19,90.47,19,100.00,18,94.73
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515108,"Kružno",1,1,100.00,283,170,60.07,170,100.00,170,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515116,"Kyjatice",1,1,100.00,69,45,65.21,45,100.00,45,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515124,"Lehota nad Rimavicou",1,1,100.00,230,125,54.34,125,100.00,125,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515132,"Lenartovce",1,1,100.00,426,131,30.75,131,100.00,130,99.23
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515141,"Lenka",1,1,100.00,162,100,61.72,100,100.00,100,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515167,"Lipovec",1,1,100.00,48,19,39.58,19,100.00,19,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515175,"Lukovištia",1,1,100.00,165,101,61.21,101,100.00,101,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515183,"Martinová",1,1,100.00,169,48,28.40,48,100.00,48,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515205,"Neporadza",1,1,100.00,228,76,33.33,76,100.00,76,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557790,"Nižný Skálnik",1,1,100.00,160,99,61.87,99,100.00,98,98.98
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515230,"Nová Bašta",1,1,100.00,385,151,39.22,151,100.00,150,99.33
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515248,"Orávka",1,1,100.00,129,92,71.31,92,100.00,90,97.82
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515264,"Ožďany",1,1,100.00,1234,612,49.59,612,100.00,610,99.67
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515272,"Padarovce",1,1,100.00,115,49,42.60,49,100.00,49,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515281,"Pavlovce",1,1,100.00,272,65,23.89,65,100.00,65,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515299,"Petrovce",1,1,100.00,170,95,55.88,95,100.00,94,98.94
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515337,"Poproč",1,1,100.00,28,24,85.71,24,100.00,24,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515345,"Potok",1,1,100.00,39,35,89.74,35,100.00,35,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515353,"Radnovce",1,1,100.00,672,228,33.92,225,98.68,222,97.36
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557854,"Rakytník",1,1,100.00,217,105,48.38,105,100.00,105,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515388,"Ratkovská Lehota",1,1,100.00,40,28,70.00,28,100.00,28,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515396,"Ratkovská Suchá",1,1,100.00,53,41,77.35,41,100.00,41,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557765,"Riečka",1,1,100.00,176,56,31.81,56,100.00,56,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515426,"Rimavská Baňa",1,1,100.00,386,192,49.74,192,100.00,191,99.47
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515442,"Rimavská Seč",2,2,100.00,1459,481,32.96,481,100.00,474,98.54
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",514462,"Rimavská Sobota",27,27,100.00,17379,8412,48.40,8411,99.98,8364,99.42
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515451,"Rimavské Brezovo",1,1,100.00,388,198,51.03,198,100.00,198,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515469,"Rimavské Janovce",1,1,100.00,1146,466,40.66,466,100.00,463,99.35
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557811,"Rimavské Zalužany",1,1,100.00,265,181,68.30,181,100.00,181,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515485,"Rovné",1,1,100.00,93,51,54.83,51,100.00,50,98.03
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515493,"Rumince",1,1,100.00,288,126,43.75,126,100.00,124,98.41
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515531,"Slizké",1,1,100.00,153,74,48.36,74,100.00,74,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515540,"Stará Bašta",1,1,100.00,275,101,36.72,101,100.00,100,99.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515566,"Stránska",1,1,100.00,283,94,33.21,94,100.00,94,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515582,"Studená",1,1,100.00,224,85,37.94,85,100.00,85,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515604,"Sútor",1,1,100.00,466,83,17.81,83,100.00,81,97.59
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515621,"Šimonovce",1,1,100.00,392,164,41.83,164,100.00,164,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515639,"Širkovce",1,1,100.00,675,165,24.44,165,100.00,165,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515647,"Španie Pole",1,1,100.00,68,46,67.64,46,100.00,46,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515655,"Štrkovec",1,1,100.00,289,129,44.63,129,100.00,128,99.22
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515663,"Tachty",1,1,100.00,429,186,43.35,186,100.00,185,99.46
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515671,"Teplý Vrch",1,1,100.00,230,153,66.52,153,100.00,152,99.34
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515680,"Tisovec",5,5,100.00,2964,1585,53.47,1585,100.00,1575,99.36
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515698,"Tomášovce",1,1,100.00,176,74,42.04,74,100.00,73,98.64
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515701,"Uzovská Panica",1,1,100.00,550,109,19.81,109,100.00,109,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515795,"Valice",1,1,100.00,215,73,33.95,73,100.00,70,95.89
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515710,"Včelince",1,1,100.00,633,160,25.27,160,100.00,160,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515728,"Večelkov",1,1,100.00,171,63,36.84,63,100.00,63,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515736,"Veľké Teriakovce",2,2,100.00,651,328,50.38,328,100.00,327,99.69
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515744,"Veľký Blh",1,1,100.00,868,224,25.80,224,100.00,222,99.10
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515752,"Vieska nad Blhom",1,1,100.00,125,64,51.20,64,100.00,64,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515779,"Vlkyňa",1,1,100.00,262,107,40.83,107,100.00,107,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557901,"Vyšné Valice",1,1,100.00,204,66,32.35,66,100.00,66,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515809,"Vyšný Skálnik",1,1,100.00,130,79,60.76,79,100.00,79,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515817,"Zádor",1,1,100.00,100,43,43.00,43,100.00,41,95.34
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557927,"Zacharovce",1,1,100.00,299,140,46.82,140,100.00,140,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515841,"Žíp",1,1,100.00,176,66,37.50,66,100.00,64,96.96
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515868,"Balog nad Ipľom",1,1,100.00,635,336,52.91,336,100.00,334,99.40
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515876,"Bátorová",1,1,100.00,286,163,56.99,163,100.00,162,99.38
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515884,"Brusník",1,1,100.00,92,64,69.56,64,100.00,64,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515892,"Bušince",1,1,100.00,1074,390,36.31,390,100.00,388,99.48
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515906,"Čebovce",1,1,100.00,846,395,46.69,395,100.00,394,99.74
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515914,"Čeláre",1,1,100.00,447,134,29.97,134,100.00,133,99.25
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515922,"Čelovce",1,1,100.00,312,154,49.35,154,100.00,149,96.75
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515931,"Červeňany",1,1,100.00,34,23,67.64,23,100.00,23,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515949,"Dačov Lom",1,1,100.00,300,163,54.33,163,100.00,162,99.38
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515957,"Dolinka",1,1,100.00,403,169,41.93,169,100.00,169,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515965,"Dolná Strehová",1,1,100.00,813,509,62.60,509,100.00,509,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515973,"Dolné Plachtince",1,1,100.00,490,299,61.02,299,100.00,298,99.66
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515981,"Dolné Strháre",1,1,100.00,165,101,61.21,101,100.00,101,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515990,"Ďurkovce",1,1,100.00,87,51,58.62,51,100.00,51,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516007,"Glabušovce",1,1,100.00,100,57,57.00,57,100.00,56,98.24
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516015,"Horná Strehová",1,1,100.00,116,68,58.62,68,100.00,68,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516023,"Horné Plachtince",1,1,100.00,164,110,67.07,110,100.00,109,99.09
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516031,"Horné Strháre",1,1,100.00,195,117,60.00,117,100.00,117,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516040,"Hrušov",1,1,100.00,693,455,65.65,455,100.00,454,99.78
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516058,"Chrastince",1,1,100.00,164,66,40.24,66,100.00,66,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516066,"Chrťany",1,1,100.00,111,47,42.34,47,100.00,47,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516074,"Ipeľské Predmostie",1,1,100.00,440,185,42.04,185,100.00,185,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516082,"Kamenné Kosihy",1,1,100.00,298,163,54.69,163,100.00,163,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516091,"Kiarov",1,1,100.00,218,107,49.08,107,100.00,107,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516104,"Kleňany",1,1,100.00,228,103,45.17,103,100.00,103,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516112,"Koláre",1,1,100.00,197,91,46.19,91,100.00,91,100.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516121,"Kosihovce",1,1,100.00,455,195,42.85,195,100.00,195,100.00
